timestamp,day,Moon_x,Moon_y,Moon_angle,Moon_distance,Mercury_x,Mercury_y,Mercury_angle,Mercury_distance,Venus_x,Venus_y,Venus_angle,Venus_distance,Sun_x,Sun_y,Sun_angle,Sun_distance,Mars_x,Mars_y,Mars_angle,Mars_distance,Jupiter_x,Jupiter_y,Jupiter_angle,Jupiter_distance,Saturn_x,Saturn_y,Saturn_angle,Saturn_distance,aspect_Moon_Mercury,aspect_Moon_Venus,aspect_Moon_Sun,aspect_Moon_Mars,aspect_Moon_Jupiter,aspect_Moon_Saturn,aspect_Mercury_Venus,aspect_Mercury_Sun,aspect_Mercury_Mars,aspect_Mercury_Jupiter,aspect_Mercury_Saturn,aspect_Venus_Sun,aspect_Venus_Mars,aspect_Venus_Jupiter,aspect_Venus_Saturn,aspect_Sun_Mars,aspect_Sun_Jupiter,aspect_Sun_Saturn,aspect_Mars_Jupiter,aspect_Mars_Saturn,aspect_Jupiter_Saturn,Moon_sin,Moon_cos,Mercury_sin,Mercury_cos,Venus_sin,Venus_cos,Sun_sin,Sun_cos,Mars_sin,Mars_cos,Jupiter_sin,Jupiter_cos,Saturn_sin,Saturn_cos
2024-01-01 00:00:00,0.0,0.9500000000000001,0.0,0.0,0.9500000000000001,1.3606601717798215,1.0606601717798214,0.6621270389708962,1.72522349365753,0.40000000000000013,2.2,1.3909428270024182,2.23606797749979,3.0,0.0,0.0,3.0,-3.4,4.898587196589413e-16,3.141592653589793,3.4,0.499999999999999,-5.5,-1.4801364395941516,5.522680508593631,6.462177826491072,3.4999999999999996,0.496381317389083,7.349132075367327,37.93708483452654,79.69515353123397,0.0,180.0,84.80557109226521,28.440554515538235,41.758068696707426,37.93708483452654,142.06291516547347,122.74265592679174,9.4965303189883,79.69515353123397,100.30484646876603,164.50072462349917,51.25459901569573,180.0,84.80557109226521,28.440554515538235,95.19442890773483,151.55944548446178,113.24612560780344,0.0,1.0,0.6147958080093074,0.788686321964685,0.9838699100999074,0.1788854381999833,0.0,1.0,1.2246467991473532e-16,-1.0,-0.9958932064677039,0.09053574604251839,0.47624671377607014,0.8793117010579888
2024-01-01 01:00:00,0.041666666666666664,0.9499563180275522,0.009110095473490539,0.009589721164804008,0.9500000000000001,1.3574787849249144,1.067380837425174,0.6663291257579691,1.726861460460476,0.39742819936413804,2.2026164819671257,1.3922824703938514,2.2381842060659483,2.9999992293662157,0.002150302795748016,0.0007167676599566035,3.0,-3.4000039058172615,0.0007196845345595888,3.141380981914187,3.4000039819856775,0.5003318810322318,-5.499345491678365,-1.480065854603556,5.5220587490555015,6.4620925066792205,3.5004965761040197,0.49644625947571014,7.349293560893842,37.62839612312295,79.22245889416513,0.5083827876435679,179.43842155689478,85.35097741965765,27.894824873564193,41.59406277104218,38.136778910766516,141.8100254337718,122.9793735427806,9.733571249558757,79.7308416818087,100.21596266272964,164.57343631382278,51.32763402060093,179.94680434453832,84.8425946320141,28.403207661207762,95.21060102344761,151.54359668333058,113.24580229322186,0.00958957418262162,0.9999540189763707,0.6181044987480072,0.7860959411086377,0.9841086698751486,0.1775672432532695,0.0007167675985826719,0.9999997431220718,0.00021167167402545226,-0.999999977597551,-0.9958868135220362,0.09060604092953725,0.4763038171084132,0.8792807707484313
2024-01-01 02:00:00,0.08333333333333333,0.9498252761272925,0.018219353163950614,0.019179442329608012,0.9500000000000001,1.35424555929244,1.0740915822036372,0.6705373139021001,1.728483081150639,0.3948392679060946,2.205229865351303,1.393626863675698,2.2402983744398752,2.999996917465258,0.0043006044867653775,0.001433535319913207,3.0,-3.4000156232103915,0.0014393379026324594,3.141169320883077,3.4000159278698012,0.5006629053276197,-5.498690964400096,-1.479995407931427,5.521436920471549,6.462006878660733,3.500993149869781,0.496511218405118,7.349454805309967,37.3200569937281,78.75003640577013,1.0167655752871356,178.87684372367423,85.89639167211448,27.349096196610407,41.42997941204204,38.33682256901524,141.5567867299461,123.21644866584258,9.970960797117696,79.76680198105727,100.12680731790408,164.64642807788462,51.40094020915973,179.89360929896137,84.87962609682734,28.365861771897542,95.22676460421131,151.52774752706384,113.24548786872487,0.019178266488369063,0.999816080133992,0.6214070556528803,0.7834878883459643,0.9843465006765717,0.17624405410052288,0.0014335348289217925,0.9999989724884193,0.00042333269407185674,-0.999999910394711,-0.9958804281568228,0.09067619761648227,0.4763609332409691,0.8792498287072867
2024-01-01 03:00:00,0.125,0.949606886350102,0.02732693536539401,0.02876916349441203,0.9500000000000001,1.3509605319576508,1.0807918728578425,0.6747515250701396,1.7300882727025408,0.39223321020635576,2.2078400380180754,1.394975988738106,2.2424104273447445,2.9999930642983146,0.006450903968321998,0.0021503029798698105,3.0,-3.4000351520034338,0.0021589289381718797,3.140957681140539,3.4000358374336543,0.5009930728871415,-5.498036419286658,-1.479925099639763,5.520815023788005,6.461920942436009,3.5014897210313682,0.4965761941510282,7.349615808515532,37.01206295818311,78.27788502843087,1.525148362930704,178.31526711019902,86.4418138531879,26.803368483171223,41.26582207024777,38.53721132111381,141.3032041520159,123.45387681137102,10.208694475011884,79.80303339136158,100.03738208176811,164.71969888161877,51.47451654525965,179.8404154731297,84.91666549025719,28.32851684610193,95.24291903661313,151.51189862702776,113.24518233635912,0.02876519512146738,0.9995861961580021,0.624703311334257,0.7808621983474512,0.9845833800516152,0.17491588757496193,0.0021503013227739992,0.9999976880994382,0.0006349724065852881,-0.9999997984050011,-0.9958740504068332,0.09074621604391206,0.4764180621488289,0.8792188749443193
2024-01-01 04:00:00,0.16666666666666666,0.9493011687795522,0.0364320045259159,0.03835888465921603,0.9500000000000001,1.3476237460925042,1.0874811763571626,0.6789716811991219,1.7316769531190142,0.389610031579329,2.2104468878466434,1.396329827438401,2.244520309709439,2.999987669867366,0.008601200135688925,0.0028670706398264134,3.0000000000000004,-3.400062491903126,0.002878426476008631,3.1407460733298103,3.400063710312716,0.5013223837132592,-5.4973818574595095,-1.4798549297903865,5.520193059951518,6.461834698005677,3.5019862893228657,0.49664118668715684,7.349776570410522,36.70440954380952,77.80600372264873,2.0335311505742717,177.75369232628168,86.9872439664201,26.257641731740694,41.101594178839214,38.73794069438379,141.0492827824722,123.69165351022961,10.446767812068815,79.83953487322299,99.94768860363298,164.7932476890688,51.54836199090802,179.78722347685596,84.95371281584583,28.29117288231497,95.25906370729824,151.496050594541,113.24488569816079,0.03834947844833252,0.9992643881890022,0.6279930990583683,0.7782189072073914,0.9848192855660964,0.17358276059875136,0.002867066711896308,0.9999958899557886,0.0008465801588592312,-0.9999996416509531,-0.9958676803067809,0.09081609615256134,0.47647520380708147,0.8791879094693013
2024-01-01 05:00:00,0.20833333333333331,0.9489081515300564,0.04553372332471586,0.047948605824020045,0.9500000000000001,1.3442352509632836,1.0941589599695114,0.683197704494141,1.7332490414288089,0.38696973807325635,2.213050302734676,1.3976883616023592,2.246627966668831,2.9999807341751823,0.010751491884138912,0.003583838299783017,3.0000000000000004,-3.400097642498909,0.0035977993522922688,3.1405345080928706,3.400099545996678,0.5016508378099024,-5.496727280040104,-1.4797848984449444,5.519571029909159,6.4617481453706,3.5024828544783575,0.4967061959872145,7.349937090895081,36.39709229328753,77.33439144711731,2.54191393821784,177.1921199816628,87.5326820153432,25.711915940812553,40.93729915382978,38.93900623150537,140.79502768837528,123.92977430863071,10.685176352474976,79.87630538533514,99.85772853454552,164.86707346246052,51.62247550630475,179.73403391988066,84.99076807712537,28.253829879030388,95.27519800299397,151.48020404085025,113.24459795615576,0.04793023507864827,0.9988506858211118,0.631276252757964,0.7755580524395729,0.9850541948055859,0.17224469018207442,0.003583830628046304,0.9999935780583941,0.0010581452994600186,-0.9999994401641059,-0.9958613178913233,0.0908858378833397,0.476532358190813,0.8791569322920127
2024-01-01 06:00:00,0.25,0.9484278707442855,0.054631254749099564,0.05753832698882405,0.9500000000000001,1.3407951019273672,1.100824691333114,0.6874295174261725,1.7348044576842268,0.3843123364701036,2.215650170603109,1.399051573025454,2.2487333435640378,2.999972257225328,0.012901778108946979,0.004300605959739621,3.0000000000000004,-3.4001406032629293,0.004317016404922977,3.140322996070025,3.4001433438294684,0.5019784351824541,-5.496072688149888,-1.4797150056649122,5.5189489346084155,6.461661284531873,3.5029794162319314,0.49677122202490687,7.350097369869511,36.09010676453127,76.8630471587941,3.0502967258614078,176.63055068598695,88.07812800347946,25.16619110888023,40.77294039426284,39.14040349039268,140.54044392145568,124.16823476801073,10.923915655651035,79.91334388465552,99.76750352719283,164.9411751622736,51.69685604991387,179.68084741184836,85.02783127761806,28.21648783474164,95.29132131053363,151.4643595771067,113.24431911235969,0.05750658394642059,0.9983451270992478,0.6345526070428674,0.7728796729731611,0.9852880853767683,0.17090169342221945,0.004300592702982327,0.9999907524084426,0.0012696571786472545,-0.9999991939849995,-0.9958549631950616,0.09095544117732833,0.47658952527510823,0.8791259434222419
2024-01-01 07:00:00,0.29166666666666663,0.947860370589844,0.06372376217145223,0.06712804815362805,0.9500000000000001,1.3373033604291464,1.1074778385282358,0.6916670427298487,1.7363431229587833,0.38163783428541026,2.218246379400947,1.4004194434740898,2.2508363859426717,2.999962239022157,0.015052057705390982,0.0050173736196962235,3.0000000000000004,-3.4001913735500495,0.005036046474001172,3.14011154789948,3.400195103009276,0.5023051758377802,-5.495418082910299,-1.4796452515115874,5.518326774997194,6.461574115490821,3.5034759743176727,0.4968362647739338,7.350257407234263,35.78344853056125,76.39196981297106,3.558679513504975,176.06898504877842,88.623581934341,24.620467234436855,40.6085212824098,39.34212804406623,140.28553651821716,124.40703046490225,11.1629812961244,79.95064932647604,99.67701523580736,165.01555174731203,51.771502578534204,179.6276645622834,85.06490242083602,28.17914674794183,95.3074330168806,151.44851781434156,113.24404916877785,0.06707764439100235,0.9977477585156251,0.63782199721047,0.7701838091484703,0.9855209349087913,0.16955378750267397,0.005017352568463661,0.9999874130073857,0.0014811051488026698,-0.9999989031631675,-0.9958486162525404,0.09102490597578564,0.47664670503504886,0.8790949428697853
2024-01-01 08:00:00,0.3333333333333333,0.9472057032552077,0.07281040942617661,0.07671776931843206,0.9500000000000001,1.3337600939950933,1.11411787014886,0.6959102034011811,1.7378649593448947,0.3789462397681156,2.2208388171100646,1.4017919546868158,2.2529370395590784,2.9999506795708175,0.017202329568752193,0.005734141279652828,3.0000000000000004,-3.4002499525978553,0.005754858402259335,3.1399001742169292,3.400254822588588,0.5026310597842141,-5.494763465442761,-1.4795756360460914,5.517704552023816,6.461486638249003,3.5039725284696703,0.49690132420799005,7.350417202889951,35.47711317937395,75.92115836334409,4.067062301148543,175.50742367941757,89.16904381142979,24.074744315975238,40.44404518397014,39.54417548052249,140.03031050004358,124.64615699080375,11.402368863398713,79.98822066449264,99.58626531607347,165.09020217477388,51.84641404736885,179.5744859805661,85.10198151028125,28.14180661712378,95.32353250915267,151.4326793634423,113.24378812740503,0.07664253623808065,0.9970586350054818,0.641084259256161,0.7674705027126315,0.9857527210546035,0.16820098969222805,0.005734109856250731,0.9999835598569391,0.0016924785648500815,-0.9999985677571281,-0.9958422770982471,0.09109423222014601,0.47670389744571495,0.8790639306444471
2024-01-01 09:00:00,0.375,0.9464639289449251,0.08189036088658844,0.08630749048323609,0.95,1.3301653762279755,1.1207442553743037,0.7001589226952407,1.7393698899515921,0.376237561900346,2.223427371750008,1.4031690883755241,2.2550352503745628,2.999937578877247,0.01935259259431584,0.00645090893960943,3.0000000000000004,-3.4003163395266656,0.006473421035502613,3.1396888856551333,3.400322501474224,0.5029560870315427,-5.494108836868686,-1.479506159329373,5.517082266637019,6.461398852808209,3.504469078422014,0.4969664003007651,7.350576756737343,35.17109631380882,75.4506117620818,4.575445088792112,174.9458671871167,89.71451363823795,23.529022351987898,40.27951544827299,39.74654140260093,139.7747708733079,124.88560995204676,11.642073961820916,80.02605685087391,99.4952554250349,165.16512540031977,51.92158941009391,179.52131227590883,85.13906854944584,28.104467440780013,95.33961917464536,151.4168448351288,113.24353599022584,0.08620037988061942,0.9962778199420265,0.6443392298836993,0.7647397968151529,0.9859834214922786,0.16684331734408706,0.00645086419810528,0.9999791929590823,0.001903766784678896,-0.9999981878343728,-0.9958359457666133,0.09116341985201595,0.47676110248218423,0.8790329067560396
